prompt,llm,temp,#compiled,#tb_passed,total
basic1,LMMegatronn_345M,0.1,0,0,10
basic1,LMMegatronn_345M,0.3,0,0,10
basic1,LMMegatronn_345M,0.5,0,0,10
basic1,LMMegatronn_345M,0.7,0,0,10
basic1,LMMegatronn_345M,1,0,0,10
basic2,LMMegatronn_345M,0.1,0,0,10
basic2,LMMegatronn_345M,0.3,7,0,10
basic2,LMMegatronn_345M,0.5,8,0,10
basic2,LMMegatronn_345M,0.7,7,0,10
basic2,LMMegatronn_345M,1,0,0,10
basic3,LMMegatronn_345M,0.1,0,0,10
basic3,LMMegatronn_345M,0.3,0,0,10
basic3,LMMegatronn_345M,0.5,0,0,10
basic3,LMMegatronn_345M,0.7,2,0,10
basic3,LMMegatronn_345M,1,0,0,10
basic4,LMMegatronn_345M,0.1,0,0,10
basic4,LMMegatronn_345M,0.3,0,0,10
basic4,LMMegatronn_345M,0.5,0,0,10
basic4,LMMegatronn_345M,0.7,2,0,10
basic4,LMMegatronn_345M,1,5,0,10
intermediate1,LMMegatronn_345M,0.1,10,0,10
intermediate1,LMMegatronn_345M,0.3,10,0,10
intermediate1,LMMegatronn_345M,0.5,10,0,10
intermediate1,LMMegatronn_345M,0.7,6,0,10
intermediate1,LMMegatronn_345M,1,0,0,10
intermediate2,LMMegatronn_345M,0.1,0,0,10
intermediate2,LMMegatronn_345M,0.3,0,0,10
intermediate2,LMMegatronn_345M,0.5,0,0,10
intermediate2,LMMegatronn_345M,0.7,0,0,10
intermediate2,LMMegatronn_345M,1,0,0,10
intermediate3,LMMegatronn_345M,0.1,0,0,10
intermediate3,LMMegatronn_345M,0.3,0,0,10
intermediate3,LMMegatronn_345M,0.5,0,0,10
intermediate3,LMMegatronn_345M,0.7,0,0,10
intermediate3,LMMegatronn_345M,1,0,0,10
intermediate4,LMMegatronn_345M,0.1,0,0,10
intermediate4,LMMegatronn_345M,0.3,0,0,10
intermediate4,LMMegatronn_345M,0.5,0,0,10
intermediate4,LMMegatronn_345M,0.7,0,0,10
intermediate4,LMMegatronn_345M,1,0,0,10
advanced1,LMMegatronn_345M,0.1,0,0,10
advanced1,LMMegatronn_345M,0.3,0,0,10
advanced1,LMMegatronn_345M,0.5,0,0,10
advanced1,LMMegatronn_345M,0.7,0,0,10
advanced1,LMMegatronn_345M,1,0,0,10
advanced2,LMMegatronn_345M,0.1,0,0,10
advanced2,LMMegatronn_345M,0.3,0,0,10
advanced2,LMMegatronn_345M,0.5,0,0,10
advanced2,LMMegatronn_345M,0.7,0,0,10
advanced2,LMMegatronn_345M,1,0,0,10
advanced3,LMMegatronn_345M,0.1,0,0,10
advanced3,LMMegatronn_345M,0.3,0,0,10
advanced3,LMMegatronn_345M,0.5,0,0,10
advanced3,LMMegatronn_345M,0.7,0,0,10
advanced3,LMMegatronn_345M,1,0,0,10
advanced4,LMMegatronn_345M,0.1,10,0,10
advanced4,LMMegatronn_345M,0.3,8,0,10
advanced4,LMMegatronn_345M,0.5,3,0,10
advanced4,LMMegatronn_345M,0.7,6,0,10
advanced4,LMMegatronn_345M,1,0,0,10
intermediate5,LMMegatronn_345M,0.1,0,0,10
intermediate5,LMMegatronn_345M,0.3,0,0,10
intermediate5,LMMegatronn_345M,0.5,0,0,10
intermediate5,LMMegatronn_345M,0.7,0,0,10
intermediate5,LMMegatronn_345M,1,0,0,10
intermediate6,LMMegatronn_345M,0.1,0,0,10
intermediate6,LMMegatronn_345M,0.3,0,0,10
intermediate6,LMMegatronn_345M,0.5,0,0,10
intermediate6,LMMegatronn_345M,0.7,0,0,10
intermediate6,LMMegatronn_345M,1,0,0,10
