prompt,llm,temp,#compiled,#tb_passed,total
basic1,codegen_6B,0.1,0,0,10
basic1,codegen_6B,0.3,0,0,10
basic1,codegen_6B,0.5,0,0,10
basic1,codegen_6B,0.7,0,0,10
basic1,codegen_6B,1,1,0,10
basic2,codegen_6B,0.1,10,10,10
basic2,codegen_6B,0.3,4,4,10
basic2,codegen_6B,0.5,2,2,10
basic2,codegen_6B,0.7,1,0,10
basic2,codegen_6B,1,0,0,10
basic3,codegen_6B,0.1,0,0,10
basic3,codegen_6B,0.3,0,0,10
basic3,codegen_6B,0.5,0,0,10
basic3,codegen_6B,0.7,0,0,10
basic3,codegen_6B,1,0,0,10
basic4,codegen_6B,0.1,0,0,10
basic4,codegen_6B,0.3,0,0,10
basic4,codegen_6B,0.5,0,0,10
basic4,codegen_6B,0.7,0,0,10
basic4,codegen_6B,1,1,0,10
intermediate1,codegen_6B,0.1,0,0,10
intermediate1,codegen_6B,0.3,0,0,10
intermediate1,codegen_6B,0.5,0,0,10
intermediate1,codegen_6B,0.7,1,1,10
intermediate1,codegen_6B,1,0,0,10
intermediate2,codegen_6B,0.1,0,0,10
intermediate2,codegen_6B,0.3,6,1,10
intermediate2,codegen_6B,0.5,5,2,10
intermediate2,codegen_6B,0.7,3,1,10
intermediate2,codegen_6B,1,0,0,10
intermediate3,codegen_6B,0.1,0,0,10
intermediate3,codegen_6B,0.3,0,0,10
intermediate3,codegen_6B,0.5,0,0,10
intermediate3,codegen_6B,0.7,0,0,10
intermediate3,codegen_6B,1,2,0,10
intermediate4,codegen_6B,0.1,8,0,10
intermediate4,codegen_6B,0.3,8,0,10
intermediate4,codegen_6B,0.5,4,0,10
intermediate4,codegen_6B,0.7,3,0,10
intermediate4,codegen_6B,1,1,0,10
advanced1,codegen_6B,0.1,0,0,10
advanced1,codegen_6B,0.3,0,0,10
advanced1,codegen_6B,0.5,0,0,10
advanced1,codegen_6B,0.7,0,0,10
advanced1,codegen_6B,1,0,0,10
advanced2,codegen_6B,0.1,10,0,10
advanced2,codegen_6B,0.3,6,0,10
advanced2,codegen_6B,0.5,7,0,10
advanced2,codegen_6B,0.7,4,0,10
advanced2,codegen_6B,1,0,0,10
advanced3,codegen_6B,0.1,2,0,10
advanced3,codegen_6B,0.3,4,0,10
advanced3,codegen_6B,0.5,3,0,10
advanced3,codegen_6B,0.7,0,0,10
advanced3,codegen_6B,1,0,0,10
advanced4,codegen_6B,0.1,0,0,10
advanced4,codegen_6B,0.3,0,0,10
advanced4,codegen_6B,0.5,0,0,10
advanced4,codegen_6B,0.7,0,0,10
advanced4,codegen_6B,1,1,0,10
intermediate5,codegen_6B,0.1,0,0,10
intermediate5,codegen_6B,0.3,1,0,10
intermediate5,codegen_6B,0.5,3,0,10
intermediate5,codegen_6B,0.7,1,0,10
intermediate5,codegen_6B,1,0,0,10
intermediate6,codegen_6B,0.1,1,0,10
intermediate6,codegen_6B,0.3,2,0,10
intermediate6,codegen_6B,0.5,2,0,10
intermediate6,codegen_6B,0.7,1,0,10
intermediate6,codegen_6B,1,0,0,10
advanced5,codegen_6B,0.1,6,0,10
advanced5,codegen_6B,0.3,4,0,10
advanced5,codegen_6B,0.5,0,0,10
advanced5,codegen_6B,0.7,2,0,10
advanced5,codegen_6B,1,1,0,10
