prompt,llm,temp,#compiled,#tb_passed,total
basic1,codegen_16B,0.1,0,0,10
basic1,codegen_16B,0.3,0,0,10
basic1,codegen_16B,0.5,0,0,10
basic1,codegen_16B,0.7,0,0,10
basic1,codegen_16B,1,0,0,10
basic2,codegen_16B,0.1,0,0,10
basic2,codegen_16B,0.3,0,0,10
basic2,codegen_16B,0.5,1,1,10
basic2,codegen_16B,0.7,0,0,10
basic2,codegen_16B,1,1,0,10
basic3,codegen_16B,0.1,0,0,10
basic3,codegen_16B,0.3,0,0,10
basic3,codegen_16B,0.5,0,0,10
basic3,codegen_16B,0.7,0,0,10
basic3,codegen_16B,1,0,0,10
basic4,codegen_16B,0.1,9,8,10
basic4,codegen_16B,0.3,9,6,10
basic4,codegen_16B,0.5,6,3,10
basic4,codegen_16B,0.7,7,5,10
basic4,codegen_16B,1,6,1,10
intermediate1,codegen_16B,0.1,0,0,10
intermediate1,codegen_16B,0.3,0,0,10
intermediate1,codegen_16B,0.5,0,0,10
intermediate1,codegen_16B,0.7,1,1,10
intermediate1,codegen_16B,1,0,0,10
intermediate2,codegen_16B,0.1,10,5,10
intermediate2,codegen_16B,0.3,7,5,10
intermediate2,codegen_16B,0.5,4,1,10
intermediate2,codegen_16B,0.7,4,1,10
intermediate2,codegen_16B,1,1,1,10
intermediate3,codegen_16B,0.1,0,0,10
intermediate3,codegen_16B,0.3,0,0,10
intermediate3,codegen_16B,0.5,0,0,10
intermediate3,codegen_16B,0.7,0,0,10
intermediate3,codegen_16B,1,0,0,10
intermediate4,codegen_16B,0.1,0,0,10
intermediate4,codegen_16B,0.3,1,0,10
intermediate4,codegen_16B,0.5,0,0,10
intermediate4,codegen_16B,0.7,1,0,10
intermediate4,codegen_16B,1,0,0,10
advanced1,codegen_16B,0.1,0,0,10
advanced1,codegen_16B,0.3,1,0,10
advanced1,codegen_16B,0.5,0,0,10
advanced1,codegen_16B,0.7,1,0,10
advanced1,codegen_16B,1,1,0,10
advanced2,codegen_16B,0.1,0,0,10
advanced2,codegen_16B,0.3,0,0,10
advanced2,codegen_16B,0.5,4,0,10
advanced2,codegen_16B,0.7,0,0,10
advanced2,codegen_16B,1,0,0,10
advanced3,codegen_16B,0.1,7,0,10
advanced3,codegen_16B,0.3,2,0,10
advanced3,codegen_16B,0.5,0,0,10
advanced3,codegen_16B,0.7,0,0,10
advanced3,codegen_16B,1,0,0,10
advanced4,codegen_16B,0.1,0,0,10
advanced4,codegen_16B,0.3,2,0,10
advanced4,codegen_16B,0.5,0,0,10
advanced4,codegen_16B,0.7,0,0,10
advanced4,codegen_16B,1,2,0,10
intermediate5,codegen_16B,0.1,10,0,10
intermediate5,codegen_16B,0.3,8,1,10
intermediate5,codegen_16B,0.5,8,0,10
intermediate5,codegen_16B,0.7,2,0,10
intermediate5,codegen_16B,1,1,0,10
intermediate6,codegen_16B,0.1,1,0,10
intermediate6,codegen_16B,0.3,0,0,10
intermediate6,codegen_16B,0.5,0,0,10
intermediate6,codegen_16B,0.7,1,0,10
intermediate6,codegen_16B,1,0,0,10
advanced5,codegen_16B,0.1,0,0,10
advanced5,codegen_16B,0.3,1,0,10
advanced5,codegen_16B,0.5,0,0,10
advanced5,codegen_16B,0.7,0,0,10
advanced5,codegen_16B,1,0,0,10
