prompt,llm,temp,#compiled,#tb_passed,total
basic1,codegen_16B,0.1,0,0,10
basic1,codegen_16B,0.3,0,0,10
basic1,codegen_16B,0.5,0,0,10
basic1,codegen_16B,0.7,0,0,10
basic1,codegen_16B,1,1,0,10
basic2,codegen_16B,0.1,0,0,10
basic2,codegen_16B,0.3,0,0,10
basic2,codegen_16B,0.5,4,4,10
basic2,codegen_16B,0.7,1,1,10
basic2,codegen_16B,1,1,1,10
basic3,codegen_16B,0.1,0,0,10
basic3,codegen_16B,0.3,0,0,10
basic3,codegen_16B,0.5,0,0,10
basic3,codegen_16B,0.7,0,0,10
basic3,codegen_16B,1,0,0,10
basic4,codegen_16B,0.1,19,18,10
basic4,codegen_16B,0.3,10,7,10
basic4,codegen_16B,0.5,9,6,10
basic4,codegen_16B,0.7,10,5,10
basic4,codegen_16B,1,7,2,10
intermediate1,codegen_16B,0.1,3,0,10
intermediate1,codegen_16B,0.3,1,0,10
intermediate1,codegen_16B,0.5,1,1,10
intermediate1,codegen_16B,0.7,1,1,10
intermediate1,codegen_16B,1,0,0,10
intermediate2,codegen_16B,0.1,20,15,10
intermediate2,codegen_16B,0.3,17,4,10
intermediate2,codegen_16B,0.5,14,3,10
intermediate2,codegen_16B,0.7,9,3,10
intermediate2,codegen_16B,1,2,0,10
intermediate3,codegen_16B,0.1,0,0,10
intermediate3,codegen_16B,0.3,0,0,10
intermediate3,codegen_16B,0.5,0,0,10
intermediate3,codegen_16B,0.7,1,0,10
intermediate3,codegen_16B,1,0,0,10
intermediate4,codegen_16B,0.1,0,0,10
intermediate4,codegen_16B,0.3,0,0,10
intermediate4,codegen_16B,0.5,2,0,10
intermediate4,codegen_16B,0.7,0,0,10
intermediate4,codegen_16B,1,1,0,10
advanced1,codegen_16B,0.1,0,0,10
advanced1,codegen_16B,0.3,1,0,10
advanced1,codegen_16B,0.5,1,0,10
advanced1,codegen_16B,0.7,1,0,10
advanced1,codegen_16B,1,1,0,10
advanced2,codegen_16B,0.1,0,0,10
advanced2,codegen_16B,0.3,3,0,10
advanced2,codegen_16B,0.5,6,0,10
advanced2,codegen_16B,0.7,5,0,10
advanced2,codegen_16B,1,1,0,10
advanced3,codegen_16B,0.1,12,0,10
advanced3,codegen_16B,0.3,4,0,10
advanced3,codegen_16B,0.5,5,0,10
advanced3,codegen_16B,0.7,5,0,10
advanced3,codegen_16B,1,0,0,10
advanced4,codegen_16B,0.1,1,0,10
advanced4,codegen_16B,0.3,3,0,10
advanced4,codegen_16B,0.5,8,0,10
advanced4,codegen_16B,0.7,4,0,10
advanced4,codegen_16B,1,5,0,10
intermediate5,codegen_16B,0.1,20,0,10
intermediate5,codegen_16B,0.3,20,0,10
intermediate5,codegen_16B,0.5,10,1,10
intermediate5,codegen_16B,0.7,7,1,10
intermediate5,codegen_16B,1,0,0,10
intermediate6,codegen_16B,0.1,1,0,10
intermediate6,codegen_16B,0.3,0,0,10
intermediate6,codegen_16B,0.5,1,1,10
intermediate6,codegen_16B,0.7,1,0,10
intermediate6,codegen_16B,1,0,0,10
advanced5,codegen_16B,0.1,0,0,10
advanced5,codegen_16B,0.3,1,0,10
advanced5,codegen_16B,0.5,1,0,10
advanced5,codegen_16B,0.7,2,0,10
advanced5,codegen_16B,1,1,0,10
